ID,Date,URL,Russian Title,Original Title,Year,Rating1,Rating2,Is Series
"tt6654210","2022-01-27","https://www.kinopoisk.ru/film/1238476/","Бесконечность (2021)","Infinite","2021","5","5","0"
"tt6264654","2022-01-27","https://www.kinopoisk.ru/film/1199100/","Главный герой (2021)","Free Guy","2021","7","7","0"
"tt10838180","2022-01-26","https://www.kinopoisk.ru/film/1294123/","Матрица: Воскрешение (2021)","The Matrix Resurrections","2021","1","1","0"
"tt10525672","2022-01-23","https://www.kinopoisk.ru/film/1225587/","Серебряные коньки (2020)","","2020","8","8","0"
"tt3554046","2022-01-22","https://www.kinopoisk.ru/film/841747/","Космический джем: Новое поколение (2021)","Space Jam: A New Legacy","2021","3","3","0"
"tt9376612","2022-01-22","https://www.kinopoisk.ru/film/1219149/","Шан-Чи и легенда десяти колец (2021)","Shang‑Chi and the Legend of the Ten Rings","2021","8","8","0"
"tt9032400","2022-01-22","https://www.kinopoisk.ru/film/1198811/","Вечные (2021)","Eternals","2021","5","5","0"
"tt13606158","2022-01-22","https://www.kinopoisk.ru/film/1249172/","Последний богатырь: Корень зла (2020)","","2020","7","7","0"
"tt3228774","2022-01-18","https://www.kinopoisk.ru/film/804662/","Круэлла (2021)","Cruella","2021","7","7","0"
"tt2382320","2022-01-17","https://www.kinopoisk.ru/film/706019/","Не время умирать (2020)","No Time to Die","2020","7","7","0"
"tt0112175","2022-01-09","https://www.kinopoisk.ru/film/95232/","Человек-паук (сериал, 1994 – 1998)","Spider‑Man","1994","8","8","1"
"tt7097896","2022-01-04","https://www.kinopoisk.ru/film/1227967/","Веном 2 (2021)","Venom: Let There Be Carnage","2021","7","7","0"
"tt0104431","2022-01-04","https://www.kinopoisk.ru/film/5928/","Один дома 2: Затерянный в Нью-Йорке (1992)","Home Alone 2: Lost in New York","1992","4","4","0"
"","2022-01-04","https://www.kinopoisk.ru/film/1388461/","За что мы любим фильм «Гарри Поттер и Узник Азкабана» (2019)","","2019","6","","0"
"tt16116174","2022-01-02","https://www.kinopoisk.ru/film/4716622/","Гарри Поттер 20 лет спустя: Возвращение в Хогвартс (2022)","Harry Potter 20th Anniversary: Return to Hogwarts","2022","7","7","0"
"tt5433138","2021-12-27","https://www.kinopoisk.ru/film/964318/","Форсаж 9 (2021)","F9","2021","5","5","0"
"tt1433108","2021-12-19","https://www.kinopoisk.ru/film/463802/","Быстрее пули (2010)","Faster","2010","4","4","0"
"tt1167638","2021-12-19","https://www.kinopoisk.ru/film/470658/","22 пули: Бессмертный (2010)","L'immortel","2010","10","10","0"
"tt1259014","2021-12-19","https://www.kinopoisk.ru/film/424044/","Враг государства №1 (2008)","L'instinct de mort","2008","7","7","0"
"tt0411272","2021-12-19","https://www.kinopoisk.ru/film/271936/","Враг государства №1: Легенда (2008)","L'ennemi public n°1","2008","7","7","0"
"tt7863198","2021-11-09","https://www.kinopoisk.ru/film/842037/","Я худею (2018)","","2018","6","6","0"
"tt10633456","2021-11-09","https://www.kinopoisk.ru/film/1286541/","Минари (2020)","Minari","2020","9","9","0"
"tt0206634","2021-11-09","https://www.kinopoisk.ru/film/6803/","Дитя человеческое (2006)","Children of Men","2006","9","9","0"
"tt0805647","2021-11-07","https://www.kinopoisk.ru/film/279091/","Ведьмы (2020)","The Witches","2020","7","7","0"
"tt0461770","2021-11-07","https://www.kinopoisk.ru/film/106165/","Зачарованная (2007)","Enchanted","2007","8","8","0"
"","2021-11-05","https://www.kinopoisk.ru/film/4538489/","Уральское дерби (2021)","","2021","7","","0"
"tt9686708","2021-11-01","https://www.kinopoisk.ru/film/1236644/","Король Стейтен-Айленда (2020)","The King of Staten Island","2020","9","9","0"
"tt0150742","2021-10-29","https://www.kinopoisk.ru/film/220054/","Крестный отец: Трилогия 1901-1980 (1992)","The Godfather Trilogy: 1901‑1980","1992","8","8","0"
"tt0099674","2021-10-29","https://www.kinopoisk.ru/film/4500/","Крестный отец 3 (1990)","The Godfather: Part III","1990","7","7","0"
"tt0071562","2021-10-29","https://www.kinopoisk.ru/film/327/","Крестный отец 2 (1974)","The Godfather: Part II","1974","10","10","0"
"tt0068646","2021-10-29","https://www.kinopoisk.ru/film/325/","Крестный отец (1972)","The Godfather","1972","7","7","0"
"tt0367882","2021-10-18","https://www.kinopoisk.ru/film/38904/","Индиана Джонс и Королевство хрустального черепа (2008)","Indiana Jones and the Kingdom of the Crystal Skull","2008","7","7","0"
"tt0097576","2021-10-18","https://www.kinopoisk.ru/film/472/","Индиана Джонс и последний крестовый поход (1989)","Indiana Jones and the Last Crusade","1989","7","7","0"
"tt0087469","2021-10-18","https://www.kinopoisk.ru/film/7122/","Индиана Джонс и Храм судьбы (1984)","Indiana Jones and the Temple of Doom","1984","6","6","0"
"tt0082971","2021-10-18","https://www.kinopoisk.ru/film/339/","Индиана Джонс: В поисках утраченного ковчега (1981)","Raiders of the Lost Ark","1981","6","6","0"
"tt11958698","2021-10-16","https://www.kinopoisk.ru/film/1350287/","Патриот (сериал, 2020)","","2020","7","7","1"
"tt5753856","2021-10-16","https://www.kinopoisk.ru/film/1032606/","Тьма (сериал, 2017 – 2020)","Dark","2017","9","9","1"
"tt13266012","2021-10-16","https://www.kinopoisk.ru/film/1405843/","Пищеблок (сериал, 2021 – 2023)","","2021","8","8","1"
"tt9243804","2021-10-16","https://www.kinopoisk.ru/film/1209476/","Легенда о Зелёном Рыцаре (2020)","The Green Knight","2020","10","10","0"
"","2021-10-14","https://www.kinopoisk.ru/film/1005981/","The Peter Weyland Files: «Prometheus» Transmission (2012)","","2012","6","","0"
"","2021-10-14","https://www.kinopoisk.ru/film/1045810/","Файлы Питера Вейланда: С днём рождения, Дэвид (2012)","The Peter Weyland Files: Happy Birthday, David","2012","6","","0"
"tt7309934","2021-10-14","https://www.kinopoisk.ru/film/1053132/","Чужой: Завет – Фобос (2017)","Alien: Covenant – Phobos","2017","7","7","0"
"tt6971180","2021-10-14","https://www.kinopoisk.ru/film/1049501/","Чужой: Завет. Познакомьтесь с Уолтером (2017)","Alien: Covenant – Meet Walter","2017","7","7","0"
"tt7428594","2021-10-14","https://www.kinopoisk.ru/film/1048915/","Бегущий по лезвию: Блэкаут 2022 (2017)","Blade Runner: Black Out 2022","2017","7","7","0"
"tt7387408","2021-10-14","https://www.kinopoisk.ru/film/1048914/","Бегущий по лезвию 2049 – 2048: Некуда бежать (2017)","2048: Nowhere to Run","2017","7","7","0"
"tt7326248","2021-10-14","https://www.kinopoisk.ru/film/1048913/","2036: Возрождение Nexus (2017)","2036: Nexus Dawn","2017","7","7","0"
"tt7309938","2021-10-14","https://www.kinopoisk.ru/film/1076999/","Чужой: Завет – Пришествие (2017)","Alien: Covenant – Advent","2017","7","7","0"
"tt6878760","2021-10-14","https://www.kinopoisk.ru/film/1045400/","Чужой: Завет – Пролог: Связующее звено (2017)","Alien: Covenant – Prologue: The Crossing","2017","7","7","0"
"tt6571148","2021-10-14","https://www.kinopoisk.ru/film/1034513/","Чужой: Завет – Пролог: Тайная Вечеря (2017)","Alien: Covenant – Prologue: Last Supper","2017","7","7","0"
"tt0370263","2021-10-14","https://www.kinopoisk.ru/film/41949/","Чужой против Хищника (2004)","AVP: Alien vs. Predator","2004","6","6","0"
"tt2316204","2021-10-14","https://www.kinopoisk.ru/film/695548/","Чужой: Завет (2017)","Alien: Covenant","2017","7","7","0"
"tt0118583","2021-10-13","https://www.kinopoisk.ru/film/3935/","Чужой 4: Воскрешение (1997)","Alien Resurrection","1997","4","4","0"
"tt0103644","2021-10-13","https://www.kinopoisk.ru/film/2286/","Чужой 3 (1992)","Alien³","1992","6","6","0"
"tt1075113","2021-10-12","https://www.kinopoisk.ru/film/391771/","Не оглядывайся (2009)","Ne te retourne pas","2009","6","6","0"
"tt0090605","2021-10-12","https://www.kinopoisk.ru/film/406/","Чужие (1986)","Aliens","1986","7","7","0"
"tt0078748","2021-10-12","https://www.kinopoisk.ru/film/386/","Чужой (1979)","Alien","1979","8","8","0"
"tt1242460","2021-10-12","https://www.kinopoisk.ru/film/465543/","Что-то не так с Кевином (2010)","We Need to Talk About Kevin","2010","10","10","0"
"tt2124096","2021-10-12","https://www.kinopoisk.ru/film/573817/","Ёлки 2 (2011)","","2011","9","9","0"
"tt5987402","2021-10-12","https://www.kinopoisk.ru/film/840817/","Движение вверх (2017)","","2017","9","9","0"
"tt0091209","2021-10-12","https://www.kinopoisk.ru/film/20368/","Попутчик (1986)","The Hitcher","1986","9","9","0"
"tt6628394","2021-10-12","https://www.kinopoisk.ru/film/1047143/","Ничего хорошего в отеле «Эль Рояль» (2018)","Bad Times at the El Royale","2018","6","6","0"
"tt3302706","2021-10-11","https://www.kinopoisk.ru/film/806934/","Голос (2014)","Boychoir","2014","6","6","0"
"tt0914798","2021-10-09","https://www.kinopoisk.ru/film/281251/","Мальчик в полосатой пижаме (2008)","The Boy in the Striped Pajamas","2008","8","8","0"
"tt0169547","2021-10-09","https://www.kinopoisk.ru/film/351/","Красота по-американски (1999)","American Beauty","1999","5","5","0"
"tt2288121","2021-10-09","https://www.kinopoisk.ru/film/592275/","Тот ещё Карлосон! (2012)","","2012","3","3","0"
"tt0120632","2021-10-09","https://www.kinopoisk.ru/film/4171/","Город ангелов (1998)","City of Angels","1998","7","7","0"
"tt0070849","2021-10-09","https://www.kinopoisk.ru/film/7147/","Последнее танго в Париже (1972)","Ultimo tango a Parigi","1972","5","5","0"
"tt1613750","2021-10-09","https://www.kinopoisk.ru/film/506432/","Кон-Тики (2012)","Kon‑Tiki","2012","7","7","0"
"tt6673840","2021-10-09","https://www.kinopoisk.ru/film/885316/","Время первых (2017)","","2017","7","7","0"
"tt5715874","2021-10-09","https://www.kinopoisk.ru/film/984309/","Убийство священного оленя (2017)","The Killing of a Sacred Deer","2017","7","7","0"
"tt0066921","2021-09-09","https://www.kinopoisk.ru/film/391/","Заводной апельсин (1971)","A Clockwork Orange","1971","7","7","0"
"tt0099685","2021-09-03","https://www.kinopoisk.ru/film/350/","Славные парни (1990)","Goodfellas","1990","8","8","0"
"tt0105323","2021-08-31","https://www.kinopoisk.ru/film/4871/","Запах женщины (1992)","Scent of a Woman","1992","7","7","0"
"tt0112641","2021-08-31","https://www.kinopoisk.ru/film/2494/","Казино (1995)","Casino","1995","8","8","0"
"tt0113277","2021-08-30","https://www.kinopoisk.ru/film/571/","Схватка (1995)","Heat","1995","9","9","0"
"tt0405094","2021-08-29","https://www.kinopoisk.ru/film/126196/","Жизнь других (2006)","Das Leben der Anderen","2006","7","7","0"
"tt0110443","2021-08-29","https://www.kinopoisk.ru/film/21503/","Майор Пэйн (1995)","Major Payne","1995","7","7","0"
"tt6334354","2021-08-29","https://www.kinopoisk.ru/film/1008477/","Отряд самоубийц: Миссия навылет (2021)","The Suicide Squad","2021","7","7","0"
"tt0111282","2021-08-29","https://www.kinopoisk.ru/film/5594/","Звездные врата (1994)","Stargate","1994","8","8","0"
"tt0490215","2021-08-29","https://www.kinopoisk.ru/film/260898/","Молчание (2016)","Silence","2016","6","6","0"
"tt3778644","2021-08-29","https://www.kinopoisk.ru/film/841277/","Хан Соло: Звёздные войны. Истории (2018)","Solo: A Star Wars Story","2018","8","8","0"
"tt3748528","2021-08-29","https://www.kinopoisk.ru/film/840152/","Изгой-один: Звёздные войны. Истории (2016)","Rogue One","2016","6","6","0"
"tt2527338","2021-08-29","https://www.kinopoisk.ru/film/718222/","Звёздные войны: Скайуокер. Восход (2019)","Star Wars: Episode IX – The Rise of Skywalker","2019","8","8","0"
"tt4513674","2021-08-29","https://www.kinopoisk.ru/film/893362/","Светская жизнь (2016)","Café Society","2016","6","6","0"
"tt5691670","2021-08-26","https://www.kinopoisk.ru/film/980327/","Под Сильвер-Лэйк (2017)","Under the Silver Lake","2017","6","6","0"
"tt4263482","2021-08-26","https://www.kinopoisk.ru/film/865302/","Ведьма (2015)","The VVitch: A New‑England Folktale","2015","8","8","0"
"tt2527336","2021-08-08","https://www.kinopoisk.ru/film/718223/","Звёздные войны: Последние джедаи (2017)","Star Wars: Episode VIII – The Last Jedi","2017","7","7","0"
"tt0121766","2021-08-08","https://www.kinopoisk.ru/film/5619/","Звёздные войны: Эпизод 3 – Месть ситхов (2005)","Star Wars: Episode III – Revenge of the Sith","2005","7","7","0"
"tt0121765","2021-08-08","https://www.kinopoisk.ru/film/844/","Звёздные войны: Эпизод 2 – Атака клонов (2002)","Star Wars: Episode II – Attack of the Clones","2002","7","7","0"
"tt0086190","2021-08-08","https://www.kinopoisk.ru/film/447/","Звёздные войны: Эпизод 6 – Возвращение Джедая (1983)","Star Wars: Episode VI – Return of the Jedi","1983","6","6","0"
"tt0080684","2021-08-08","https://www.kinopoisk.ru/film/338/","Звёздные войны: Эпизод 5 – Империя наносит ответный удар (1980)","Star Wars: Episode V – The Empire Strikes Back","1980","6","6","0"
"tt0076759","2021-08-08","https://www.kinopoisk.ru/film/333/","Звёздные войны: Эпизод 4 – Новая надежда (1977)","Star Wars","1977","6","6","0"
"tt0426931","2021-08-08","https://www.kinopoisk.ru/film/86566/","Август Раш (2007)","August Rush","2007","6","6","0"
"tt3402236","2021-08-08","https://www.kinopoisk.ru/film/817969/","Убийство в Восточном экспрессе (2017)","Murder on the Orient Express","2017","6","6","0"
"tt0878804","2021-08-08","https://www.kinopoisk.ru/film/450213/","Невидимая сторона (2009)","The Blind Side","2009","7","7","0"
"tt3640424","2021-08-03","https://www.kinopoisk.ru/film/915140/","Союзники (2016)","Allied","2016","9","9","0"
"tt0993840","2021-07-23","https://www.kinopoisk.ru/film/428683/","Армия мертвецов (2021)","Army of the Dead","2021","8","8","0"
"tt9140560","2021-07-17","https://www.kinopoisk.ru/film/1203040/","Ванда/Вижн (мини-сериал, 2021)","WandaVision","2021","8","8","1"
"tt9140554","2021-07-17","https://www.kinopoisk.ru/film/1203039/","Локи (сериал, 2021 – 2023)","Loki","2021","9","9","1"
"tt8332922","2021-07-17","https://www.kinopoisk.ru/film/1129900/","Тихое место 2 (2020)","A Quiet Place Part II","2020","8","8","0"
"tt3480822","2021-07-14","https://www.kinopoisk.ru/film/823956/","Чёрная Вдова (2021)","Black Widow","2021","7","7","0"
"tt0108052","2021-06-24","https://www.kinopoisk.ru/film/329/","Список Шиндлера (1993)","Schindler's List","1993","8","8","0"
"tt0325703","2021-06-24","https://www.kinopoisk.ru/film/7988/","Лара Крофт: Расхитительница гробниц 2 – Колыбель жизни (2003)","Lara Croft Tomb Raider: The Cradle of Life","2003","5","5","0"
"tt1895587","2021-06-24","https://www.kinopoisk.ru/film/834394/","В центре внимания (2015)","Spotlight","2015","6","6","0"
"tt1650062","2021-06-23","https://www.kinopoisk.ru/film/517433/","Супер 8 (2011)","Super 8","2011","5","5","0"
"tt1322269","2021-06-23","https://www.kinopoisk.ru/film/462273/","Август (2013)","August: Osage County","2013","9","9","0"
"tt3480796","2021-06-23","https://www.kinopoisk.ru/film/821048/","Добро пожаловать в рай (2014)","Vice","2014","2","2","0"
"tt10303324","2021-06-23","https://www.kinopoisk.ru/film/1266757/","Дожить до утра (2020)","Survive the Night","2020","2","2","0"
"tt1366365","2021-06-23","https://www.kinopoisk.ru/film/454079/","Средь бела дня (2011)","The Cold Light of Day","2011","4","4","0"
"tt0435651","2021-06-23","https://www.kinopoisk.ru/film/88078/","Посвященный (2014)","The Giver","2014","5","5","0"
"tt0434409","2021-06-23","https://www.kinopoisk.ru/film/86208/","«V» значит Вендетта (2006)","V for Vendetta","2006","6","6","0"
"tt1037705","2021-06-22","https://www.kinopoisk.ru/film/424266/","Книга Илая (2009)","The Book of Eli","2009","8","8","0"
"tt3086386","2021-06-22","https://www.kinopoisk.ru/film/784293/","Царь скорпионов 4: Утерянный трон (2014)","The Scorpion King: The Lost Throne","2014","2","2","0"
"tt0859163","2021-06-22","https://www.kinopoisk.ru/film/276638/","Мумия: Гробница императора драконов (2008)","The Mummy: Tomb of the Dragon Emperor","2008","8","8","0"
"tt0209163","2021-06-22","https://www.kinopoisk.ru/film/760/","Мумия возвращается (2001)","The Mummy Returns","2001","6","6","0"
"tt0120616","2021-06-22","https://www.kinopoisk.ru/film/4484/","Мумия (1999)","The Mummy","1999","8","8","0"
"","2021-06-21","https://www.kinopoisk.ru/film/1395460/","Медиатор (сериал, 2021 – 2024)","","2021","9","","1"
"tt1502407","2021-06-20","https://www.kinopoisk.ru/film/472369/","Хэллоуин (2018)","Halloween","2018","1","1","0"
"tt4532826","2021-06-20","https://www.kinopoisk.ru/film/927495/","Робин Гуд: Начало (2018)","Robin Hood","2018","2","2","0"
"tt1571234","2021-06-20","https://www.kinopoisk.ru/film/493271/","Хроники хищных городов (2018)","Mortal Engines","2018","3","3","0"
"tt0088323","2021-06-20","https://www.kinopoisk.ru/film/12205/","Бесконечная история (1984)","The Neverending Story","1984","7","7","0"
"tt0108160","2021-06-20","https://www.kinopoisk.ru/film/1573/","Неспящие в Сиэттле (1993)","Sleepless in Seattle","1993","7","7","0"
"tt0172156","2021-06-20","https://www.kinopoisk.ru/film/2928/","Плохие парни 2 (2003)","Bad Boys II","2003","7","7","0"
"tt6475714","2021-06-20","https://www.kinopoisk.ru/film/1038789/","Охотник на монстров (2020)","Monster Hunter","2020","4","4","0"
"tt4761112","2021-06-20","https://www.kinopoisk.ru/film/1289785/","Мавританец (2020)","The Mauritanian","2020","7","7","0"
"tt13996386","2021-06-20","https://www.kinopoisk.ru/film/1274271/","Родные (2021)","","2021","7","7","0"
"tt1979376","2021-06-20","https://www.kinopoisk.ru/film/846824/","История игрушек 4 (2019)","Toy Story 4","2019","6","6","0"
"tt0100405","2021-06-20","https://www.kinopoisk.ru/film/8125/","Красотка (1990)","Pretty Woman","1990","8","8","0"
"tt0825232","2021-06-20","https://www.kinopoisk.ru/film/258885/","Пока не сыграл в ящик (2007)","The Bucket List","2007","7","7","0"
"tt7069210","2021-06-20","https://www.kinopoisk.ru/film/1046638/","Заклятие 3: По воле дьявола (2021)","The Conjuring: The Devil Made Me Do It","2021","7","7","0"
"tt6146586","2021-06-19","https://www.kinopoisk.ru/film/1009536/","Джон Уик 3 (2019)","John Wick: Chapter 3 – Parabellum","2019","7","7","0"
"tt4425200","2021-06-18","https://www.kinopoisk.ru/film/885658/","Джон Уик 2 (2017)","John Wick: Chapter Two","2017","8","8","0"
"tt2083383","2021-06-18","https://www.kinopoisk.ru/film/634232/","Крученый мяч (2012)","Trouble with the Curve","2012","6","6","0"
"tt2911666","2021-06-17","https://www.kinopoisk.ru/film/762738/","Джон Уик (2014)","John Wick","2014","6","6","0"
"tt1821694","2021-06-17","https://www.kinopoisk.ru/film/582159/","РЭД 2 (2013)","RED 2","2013","6","6","0"
"tt1245526","2021-06-16","https://www.kinopoisk.ru/film/450237/","РЭД (2010)","RED","2010","7","7","0"
"tt0100802","2021-06-16","https://www.kinopoisk.ru/film/2443/","Вспомнить всё (1990)","Total Recall","1990","7","7","0"
"tt1856101","2021-06-15","https://www.kinopoisk.ru/film/589290/","Бегущий по лезвию 2049 (2017)","Blade Runner 2049","2017","9","9","0"
"tt0083658","2021-06-14","https://www.kinopoisk.ru/film/403/","Бегущий по лезвию (1982)","Blade Runner","1982","7","7","0"
"tt0120815","2021-06-13","https://www.kinopoisk.ru/film/371/","Спасти рядового Райана (1998)","Saving Private Ryan","1998","9","9","0"
"tt11083552","2021-06-12","https://www.kinopoisk.ru/film/1318972/","Гнев человеческий (2021)","Wrath of Man","2021","8","8","0"
"tt14111652","2021-06-06","https://www.kinopoisk.ru/film/1326397/","Батя (2020)","","2020","8","8","0"
"tt3460252","2021-06-06","https://www.kinopoisk.ru/film/819101/","Омерзительная восьмерка (2015)","The Hateful Eight","2015","9","9","0"
"tt0146316","2021-05-18","https://www.kinopoisk.ru/film/3950/","Лара Крофт: Расхитительница гробниц (2001)","Lara Croft: Tomb Raider","2001","6","6","0"
"tt3890160","2021-05-18","https://www.kinopoisk.ru/film/902939/","Малыш на драйве (2017)","Baby Driver","2017","8","8","0"
"tt4633690","2021-05-16","https://www.kinopoisk.ru/film/910353/","Выстрел в пустоту (2015)","Shot Caller","2015","8","8","0"
"tt5034838","2021-05-11","https://www.kinopoisk.ru/film/965936/","Годзилла против Конга (2021)","Godzilla vs. Kong","2021","6","6","0"
"tt0293429","2021-05-10","https://www.kinopoisk.ru/film/8062/","Мортал Комбат (2021)","Mortal Kombat","2021","7","7","0"
"tt7146812","2021-05-09","https://www.kinopoisk.ru/film/1080513/","Вперёд (2019)","Onward","2019","6","6","0"
"tt11655202","2021-05-08","https://www.kinopoisk.ru/film/1345158/","Рыцари справедливости (2020)","Retfærdighedens ryttere","2020","9","9","0"
"tt14141754","2021-05-08","https://www.kinopoisk.ru/film/1405926/","Пара из будущего (2021)","","2021","7","7","0"
"tt7601480","2021-05-08","https://www.kinopoisk.ru/film/1109271/","Майор Гром: Чумной Доктор (2021)","","2021","9","9","0"
"tt7395114","2021-05-03","https://www.kinopoisk.ru/film/1072788/","Дьявол всегда здесь (2020)","The Devil All the Time","2020","7","7","0"
"tt1361336","2021-05-02","https://www.kinopoisk.ru/film/468562/","Том и Джерри (2021)","Tom and Jerry","2021","4","4","0"
"tt9130508","2021-05-02","https://www.kinopoisk.ru/film/1245501/","По наклонной (2020)","Cherry","2020","10","10","0"
"tt12025128","2021-04-21","https://www.kinopoisk.ru/film/1108685/","Колл-центр (сериал, 2020)","","2020","7","7","1"
"","2021-04-21","https://www.kinopoisk.ru/film/4404112/","Лига справедливости Зака Снайдера: Черно-белая версия (2021)","Zack Snyder's Justice League: Justice Is Gray","2021","9","","0"
"tt1312171","2021-04-21","https://www.kinopoisk.ru/film/463401/","Академия «Амбрелла» (сериал, 2019 – 2024)","The Umbrella Academy","2019","6","6","1"
"tt4857264","2021-04-21","https://www.kinopoisk.ru/film/959365/","Невидимый гость (2016)","Contratiempo","2016","9","9","0"
"tt10016180","2021-04-21","https://www.kinopoisk.ru/film/1290490/","Дьявол в деталях (2020)","The Little Things","2020","7","7","0"
"tt13144490","2021-04-21","https://www.kinopoisk.ru/film/1395366/","Игра на выживание (сериал, 2020 – 2022)","","2020","6","6","1"
"","2021-04-21","https://www.kinopoisk.ru/film/1202296/","Палмер (2020)","Palmer","2020","8","","0"
"tt3794354","2021-04-21","https://www.kinopoisk.ru/film/1016160/","Соник в кино (2020)","Sonic the Hedgehog","2020","5","5","0"
"tt11418452","2021-04-21","https://www.kinopoisk.ru/film/1183582/","Холоп (2019)","","2019","7","7","0"
"tt2948372","2021-04-21","https://www.kinopoisk.ru/film/775273/","Душа (2020)","Soul","2020","9","9","0"
"tt5430888","2021-04-21","https://www.kinopoisk.ru/film/1005008/","Майор Гром (2017)","","2017","8","8","0"
"tt8244784","2021-04-21","https://www.kinopoisk.ru/film/1122129/","Охота (2019)","The Hunt","2019","5","5","0"
"tt11867066","2021-04-21","https://www.kinopoisk.ru/film/1322389/","Проект «Анна Николаевна» (сериал, 2020 – ...)","","2020","5","5","1"
"tt12112474","2021-04-21","https://www.kinopoisk.ru/film/1363091/","Я не шучу (сериал, 2021)","","2021","6","6","1"
"tt0475394","2021-04-20","https://www.kinopoisk.ru/film/182352/","Козырные тузы (2007)","Smokin' Aces","2007","7","7","0"
"tt0113855","2021-04-14","https://www.kinopoisk.ru/film/22355/","Смертельная битва (1995)","Mortal Kombat","1995","7","7","0"
"tt12361974","2021-04-09","https://www.kinopoisk.ru/film/1387021/","Лига справедливости Зака Снайдера (2021)","Zack Snyder's Justice League","2021","10","10","0"
"tt7888964","2021-03-21","https://www.kinopoisk.ru/film/1309596/","Никто (2021)","Nobody","2021","9","9","0"
"tt1488606","2021-03-01","https://www.kinopoisk.ru/film/470464/","Тройная граница (2019)","Triple Frontier","2019","5","5","0"
"tt7550000","2021-03-01","https://www.kinopoisk.ru/film/1190299/","Проект Power (2020)","Project Power","2020","2","2","0"
"tt10048342","2021-02-27","https://www.kinopoisk.ru/film/1253633/","Ход королевы (мини-сериал, 2020)","The Queen's Gambit","2020","10","10","1"
"tt8936646","2021-02-27","https://www.kinopoisk.ru/film/1190387/","Тайлер Рейк: Операция по спасению (2020)","Extraction","2020","7","7","0"
"","2021-02-24","https://www.kinopoisk.ru/film/542438/","Адмиралъ (сериал, 2009)","","2009","8","","1"
"tt12028944","2021-02-23","https://www.kinopoisk.ru/film/1254059/","Доктор Лиза (2020)","","2020","7","7","0"
"tt12200256","2021-02-23","https://www.kinopoisk.ru/film/1183599/","Огонь (2020)","","2020","7","7","0"
"tt0454848","2021-02-22","https://www.kinopoisk.ru/film/103785/","Не пойман – не вор (2006)","Inside Man","2006","8","8","0"
"tt0459759","2021-02-07","https://www.kinopoisk.ru/film/105013/","Бой с тенью 2: Реванш (2007)","","2007","3","3","0"
"tt2229499","2021-02-07","https://www.kinopoisk.ru/film/666731/","Страсти Дон Жуана (2013)","Don Jon","2013","2","2","0"
"","2021-01-30","https://www.kinopoisk.ru/film/744275/","Луис С.К.: Боже мой (2013)","Louis C.K. Oh My God","2013","5","","0"
"tt10272534","2021-01-28","https://www.kinopoisk.ru/film/1261864/","Вечный свет (2019)","Lux Æterna","2019","3","3","0"
"tt7672068","2021-01-21","https://www.kinopoisk.ru/film/1049219/","Папа, сдохни (2018)","","2018","8","8","0"
"tt3076658","2021-01-06","https://www.kinopoisk.ru/film/782932/","Крид: Наследие Рокки (2015)","Creed","2015","4","4","0"
"tt6823698","2021-01-06","https://www.kinopoisk.ru/film/981105/","Бабушка лёгкого поведения (2017)","","2017","2","2","0"
"tt1155076","2021-01-06","https://www.kinopoisk.ru/film/412162/","Каратэ-пацан (2010)","The Karate Kid","2010","6","6","0"
"tt0163651","2021-01-06","https://www.kinopoisk.ru/film/5129/","Американский пирог (1999)","American Pie","1999","6","6","0"
"tt0377109","2021-01-06","https://www.kinopoisk.ru/film/61305/","Звонок 2 (2005)","The Ring Two","2005","6","6","0"
"tt8304276","2021-01-06","https://www.kinopoisk.ru/film/1042556/","Кислота (2018)","","2018","5","5","0"
"tt13666772","2021-01-06","https://www.kinopoisk.ru/film/1189859/","Неадекватные люди 2 (2020)","","2020","8","8","0"
"tt4682266","2021-01-05","https://www.kinopoisk.ru/film/910085/","Новые мутанты (2020)","The New Mutants","2020","6","6","0"
"tt10288566","2021-01-03","https://www.kinopoisk.ru/film/1263705/","Еще по одной (2020)","Druk","2020","9","9","0"
"tt6865690","2021-01-02","https://www.kinopoisk.ru/film/1047881/","Во всё тяжкое (2017)","The Professor","2017","8","8","0"
"tt11439556","2021-01-02","https://www.kinopoisk.ru/film/1199625/","Глубже! (2020)","","2020","7","7","0"
"tt12112298","2020-12-17","https://www.kinopoisk.ru/film/1355059/","Беспринципные (сериал, 2020 – ...)","","2020","10","10","1"
"tt4276820","2020-12-12","https://www.kinopoisk.ru/film/893245/","Основатель (2016)","The Founder","2016","8","8","0"
"tt7798634","2020-11-15","https://www.kinopoisk.ru/film/1198736/","Я иду искать (2019)","Ready or Not","2019","5","5","0"
"tt0102685","2020-10-28","https://www.kinopoisk.ru/film/1990/","На гребне волны (1991)","Point Break","1991","9","9","0"
"tt1648190","2020-10-28","https://www.kinopoisk.ru/film/641780/","Тёмная башня (2017)","The Dark Tower","2017","4","4","0"
"tt5580036","2020-10-28","https://www.kinopoisk.ru/film/1008385/","Тоня против всех (2017)","I, Tonya","2017","7","7","0"
"tt4463816","2020-10-28","https://www.kinopoisk.ru/film/908041/","Конченая (2017)","Terminal","2017","3","3","0"
"tt6723592","2020-10-24","https://www.kinopoisk.ru/film/1236063/","Довод (2020)","Tenet","2020","10","10","0"
"tt0132477","2020-10-18","https://www.kinopoisk.ru/film/2056/","Октябрьское небо (1999)","October Sky","1999","7","7","0"
