"№","Название","Скидка/Список","ID игры","Платформа","Предзаказ","Обычная цена","Цены изданий","Рус. озвучка","Рус. текст","Подписки","Ссылка","Дата релиза","Жанр","PEGI"
"1383","TUNIC","22222222","PPSA03055","PS4, PS5","Нет","1.299,00 TL","","Нет","Да","","https://store.playstation.com/en-tr/concept/10002475","2022-09-27","Action","PEGI_7"
"736","Evil West","22222222","PPSA02371","PS4, PS5","Нет","2.799,00 TL","","Нет","Да","","https://store.playstation.com/en-tr/concept/10001902","2022-11-21","Shooter","PEGI_18"
"7567","inKONBINI: One Store. Many Stories","22222222","PPSA24262","PS4, PS5","Нет","1.079,00 TL","Digital Deluxe Edition: 1.160,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10011644","2026-04-30","Casual","PEGI_3"
"1037","MARVEL vs. CAPCOM Fighting Collection: Arcade Classics","22222222","CUSA46747","PS4","Нет","1.749,00 TL","","Нет","Да","","https://store.playstation.com/en-tr/concept/10009938","2024-09-11","Action","PEGI_16"
"1010","Smalland: Survive the Wilds","22222222","PPSA17372","PS5","Нет","1.199,00 TL","","Нет","Да","","https://store.playstation.com/en-tr/concept/10008767","2024-02-15","Adventure","PEGI_12"
"505","Metro 2033 Redux","22222222","CUSA00591","PS4","Нет","699,00 TL","","Да","Да","","https://store.playstation.com/en-tr/concept/202807","2015-06-01","Shooter","PEGI_18"
"5954","Dead Rising Deluxe Remaster","22222222","PPSA18301","PS5","Нет","2.149,00 TL","Standard: 2.149,00 TL; Digital Deluxe: 2.099,00 TL","Да","Да","","https://store.playstation.com/en-tr/concept/10009074","2024-09-18","Action","PEGI_18"
"4951","Beyond Good & Evil 20th","22222222","PPSA08706","PS4, PS5","Нет","699,00 TL","","Нет","Да","","https://store.playstation.com/en-tr/concept/10004727","2024-06-24","Adventure","PEGI_12"
"1543","Doki Doki Literature Club Plus!","22222222","PPSA03733","PS4, PS5","Нет","537,00 TL","","Нет","Да","","https://store.playstation.com/en-tr/concept/10002895","2021-06-30","Adventure","PEGI_18"
"708","Dishonored","22222222","CUSA02230","PS4","Нет","699,00 TL","","Нет","Да","","https://store.playstation.com/en-tr/concept/228538","2015-08-26","Action","PEGI_18"
"1263","South Park: The Stick of Truth","22222222","CUSA04695","PS4","Нет","1.399,00 TL","","Нет","Да","PS Plus Extra","https://store.playstation.com/en-tr/concept/204162","2018-02-12","Role Playing Games","PEGI_18"
"1204","The Jackbox Party Pack 3","22222222","CUSA06236","PS4","Нет","945,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/222886","2016-10-18","Party","PEGI_12"
"1147","Generation Zero","22222222","CUSA14212","PS4","Нет","1.049,00 TL","Generation Zero® - Ultimate Bundle: 3.149,00 TL; Generation Zero® - Story Bundle: 1.229,00 TL; Generation Zero®: 1.049,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/231068","2019-03-25","Action","PEGI_12"
"714","Like a Dragon: Ishin!","22222222","PPSA06455","PS4, PS5","Нет","3.149,00 TL","Standard: 3.149,00 TL; Digital Deluxe: 779,80 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10004480","2023-02-21","Action","PEGI_18"
"1173","Tetris Effect: Connected","22222222","PPSA07959","PS5","Нет","1.399,00 TL","Tetris® Effect: Connected: 1.399,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/232708","2023-02-21","Puzzle","PEGI_3"
"781","Trepang2","22222222","PPSA15349","PS5","Нет","1.199,00 TL","Trepang2: 1.199,00 TL; Digital Deluxe Edition: 179,75 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10007968","2023-10-01","Shooter","PEGI_18"
"2059","Killing Floor 3","22222222","PPSA08427","PS5","Нет","1.749,00 TL","Killing Floor 3: 1.749,00 TL; Deluxe Edition: 2.579,00 TL; Elite Nightfall Edition: 3.449,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10005321","2025-07-24","Shooter","PEGI_18"
"851","Aliens: Fireteam Elite","22222222","PPSA03544","PS4, PS5","Нет","1.049,00 TL","Standard: 1.049,00 TL; Ultimate Edition: 2.099,00 TL; Into The Hive Edition: 349,75 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10002794","2021-08-23","Action","PEGI_16"
"1161","STAR OCEAN THE SECOND STORY R","22222222","PPSA13716","PS4, PS5","Нет","499,00 TL","STAR OCEAN THE SECOND STORY R - PS4 & PS5: 499,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10007308","2023-11-01","Role Playing Games","PEGI_12"
"1138","Sherlock Holmes The Awakened","22222222","PPSA08069","PS4, PS5","Нет","1.399,00 TL","Standard Edition PS5 & PS4: 1.399,00 TL; Sherlock Holmes: The Darkest Mysteries Bundle: 1.399,00 TL; Deluxe Edition PS5 & PS4: 1.749,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10005262","2023-04-11","Horror","PEGI_16"
"1163","PROJECT ZERO: MAIDEN OF BLACK WATER","22222222","PPSA04333","PS4, PS5","Нет","1.399,00 TL","Standard Edition: 1.399,00 TL; Digital Deluxe Edition: 1.925,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10003261","2021-10-27","Horror","PEGI_18"
"1407","Nioh","22222222","CUSA07123","PS4","Нет","699,00 TL","The Complete Edition: 459,00 TL; Nioh – Complete Edition: 1.749,00 TL","Нет","Да","PS Plus Extra","https://store.playstation.com/en-tr/concept/213861","2017-02-07","Action","PEGI_18"
"2054","13 Sentinels: Aegis Rim","22222222","CUSA19620","PS4","Нет","456,61 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/233095","2020-09-21","Adventure","PEGI_12"
"2751","Gravity Rush","22222222","CUSA01113","PS4","Нет","1.299,00 TL","","Нет","Да","","https://store.playstation.com/en-tr/concept/226357","2016-02-02","Action","PEGI_12"
"1556","MY HERO ONE'S JUSTICE 2","22222222","CUSA16171","PS4","Нет","1.749,00 TL","Ultimate Edition: 3.449,00 TL; MY HERO ONE'S JUSTICE 2 Deluxe Edition: 2.099,00 TL; MY HERO ONE'S JUSTICE 2: 1.749,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/234276","2020-04-16","Fighting","PEGI_12"
"2056","Asterigos: Curse of the Stars","22222222","PPSA08194","PS4, PS5","Нет","1.229,00 TL","Deluxe Edition: 1.575,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10005233","2022-10-07","Role Playing Games","PEGI_12"
"739","Tales of Gracesf","22222222","PPSA19990","PS4, PS5","Нет","1.399,00 TL","Standard Edition: 1.399,00 TL; Deluxe Edition: 2.099,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10009737","2025-01-16","Role Playing Games","PEGI_12"
"1107","PROJECT ZERO: Mask of the Lunar Eclipse","22222222","PPSA10278","PS4, PS5","Нет","1.749,00 TL","Standard Edition: 1.749,00 TL; Digital Deluxe Edition: 2.275,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10006174","2023-03-08","Horror","PEGI_16"
"3285","Rugby 22","22222222","PPSA04069","PS5","Нет","849,00 TL","Rugby 22: 849,00 TL; Rugby 22: 849,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10003098","2022-01-27","Sport","PEGI_3"
"2504","Tennis World Tour 2","22222222","PPSA02019","PS5","Нет","1.749,00 TL","Ace Edition: 1.749,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10001023","2021-03-25","Sport","PEGI_3"
"1309","Portal Knights","22222222","CUSA06287","PS4","Нет","699,00 TL","Portal Knights - Legendary Edition: 629,40 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/224933","2017-06-04","Role Playing Games","PEGI_7"
"1690","Journey To The Savage Planet: Employee Of The Month","22222222","PPSA10022","PS4, PS5","Нет","1.049,00 TL","","Нет","Да","","https://store.playstation.com/en-tr/concept/233179","2023-02-14","Action","PEGI_12"
"1267","Spiritfarer","22222222","CUSA20160","PS4","Нет","875,00 TL","","Нет","Да","","https://store.playstation.com/en-tr/concept/10000752","2020-08-17","Action","PEGI_12"
"1054","Haven","22222222","PPSA01562","PS4, PS5","Нет","875,00 TL","Haven: 875,00 TL; Haven - Deluxe Edition: 378,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10000983","2020-12-03","Role Playing Games","PEGI_12"
"1132","Ghostwire: Tokyo","22222222","PPSA03397","PS5","Нет","609,00 TL","Standard Edition: 609,00 TL; Deluxe Edition: 3.149,00 TL","Да","Да","","https://store.playstation.com/en-tr/concept/10000301","2022-03-24","Adventure","PEGI_12"
"1123","The Jackbox Party Pack 7","22222222","PPSA05036","PS4, PS5","Нет","1.049,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10000457","2021-11-24","Casual","PEGI_12"
"2245","Digimon World: Next Order","22222222","CUSA05392","PS4","Нет","2.099,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/207297","2017-01-26","Adventure","PEGI_7"
"907","Ghostrunner","22222222","PPSA03685","PS4, PS5","Нет","1.049,00 TL","Ghostrunner: Complete Edition: 1.399,00 TL; Ghostrunner: 1.049,00 TL; Ghostrunner: 1.049,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10001291","2021-09-28","Action","PEGI_18"
"2231","We Were Here Too","22222222","PPSA31080","PS4, PS5","Нет","429,00 TL","","Нет","Да","","https://store.playstation.com/en-tr/concept/10001636","2025-10-06","Unique","PEGI_3"
"1127","NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst","22222222","CUSA07161","PS4","Нет","699,00 TL","","Нет","Да","","https://store.playstation.com/en-tr/concept/227172","2017-08-24","Fighting","PEGI_12"
"2017","Enter the Gungeon","22222222","CUSA01659","PS4","Нет","649,00 TL","Enter x Exit the Gungeon: 174,75 TL; Enter the Gungeon: 649,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/216187","2016-04-04","Action","PEGI_12"
"1179","Shop & Stuff: Supermarket Simulator","22222222","PPSA34617","PS5","Нет","601,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10017733","2026-03-27","Casual","PEGI_12"
"5297","Capcom Fighting Collection 2","22222222","CUSA44576","PS4","Нет","1.749,00 TL","","Нет","Да","","https://store.playstation.com/en-tr/concept/10008958","2025-05-15","Fighting","PEGI_16"
"2389","Yu-Gi-Oh! Legacy of the Duelist","22222222","CUSA01618","PS4","Нет","849,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/205441","2015-07-30","Puzzle","PEGI_3"
"1368","Architect Life: A House Design Simulator","22222222","PPSA22273","PS5","Нет","1.749,00 TL","Standard Edition: 1.749,00 TL; Life Sim: 4.299,00 TL; Home Deluxe Edition: 2.149,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10010668","2025-06-19","Simulation","PEGI_3"
"1513","Angry Birds VR: Isle of Pigs","22222222","PPSA17162","PS5","Нет","699,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10008009","2023-10-10","Casual","PEGI_3"
"5953","DEAD RISING 2","22222222","CUSA04672","PS4","Нет","699,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/201112","2016-09-12","Action","PEGI_18"
"2045","Vanquish","22222222","CUSA16161","PS4","Нет","1.229,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/235236","2020-02-17","Action","PEGI_18"
"2356","NARUTO: Ultimate Ninja STORM","22222222","CUSA07160","PS4","Нет","699,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/203150","2017-08-24","Fighting","PEGI_12"
"835","Prey","22222222","CUSA06559","PS4","Нет","1.049,00 TL","Deluxe Edition: 1.399,00 TL","Да","Да","PS Plus Extra","https://store.playstation.com/en-tr/concept/224929","2017-05-04","Shooter","PEGI_18"
"2062","SOULCALIBUR Ⅵ","22222222","CUSA09884","PS4","Нет","2.499,00 TL","SOULCALIBUR Ⅵ Deluxe Edition: 3.499,00 TL; SOULCALIBUR Ⅵ: 2.499,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/230019","2018-10-18","Fighting","PEGI_16"
"4936","Bendy and the Dark Revival","22222222","CUSA38355","PS4","Нет","849,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10006221","2023-02-28","Horror","PEGI_16"
"1951","MotoGP22","22222222","PPSA05760","PS4, PS5","Нет","1.299,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10004098","2022-04-20","Driving/Racing","PEGI_3"
"1760","Hollowbody","22222222","PPSA29912","PS5","Нет","687,00 TL","","Нет","Да","","https://store.playstation.com/en-tr/concept/10015028","2026-06-05","Horror","PEGI_16"
"2693","FINAL FANTASY TYPE-0 HD","22222222","CUSA00937","PS4","Нет","699,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/221517","2015-05-20","Role Playing Games","PEGI_16"
"2175","Potion Craft: Alchemist Simulator","22222222","PPSA09609","PS4, PS5","Нет","699,00 TL","","Нет","Да","","https://store.playstation.com/en-tr/concept/10005918","2023-12-12","Casual","PEGI_3"
"2123","SpeedRunners","22222222","CUSA05560","PS4","Нет","349,00 TL","Deluxe Edition: 595,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/221759","2017-07-04","Action","PEGI_7"
"5962","Death Howl","22222222","PPSA30896","PS5","Нет","849,00 TL","Standard Edition: 849,00 TL; Deluxe Edition: 670,15 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10015602","2026-02-19","Strategy","PEGI_12"
"2543","Handball 21","22222222","CUSA15460","PS4","Нет","699,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/233683","2020-11-12","Unique","PEGI_3"
"6363","Easy Delivery Co.","22222222","PPSA34058","PS5","Нет","549,00 TL","","Нет","Да","","https://store.playstation.com/en-tr/concept/10017365","2026-03-26","Driving/Racing","PEGI_3"
"1009","Miasma Chronicles","22222222","PPSA06217","PS5","Нет","1.199,00 TL","","Нет","Да","","https://store.playstation.com/en-tr/concept/10004322","2023-05-23","Strategy","PEGI_16"
"928","LEGO Star Wars: The Force Awakens","22222222","CUSA03397","PS4","Да","209,90 TL","LEGO® Star Wars™: The Force Awakens Deluxe Edition: 2.499,00 TL; LEGO® Star Wars™: The Force Awakens: 209,90 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/202448","2016-06-27","Action","PEGI_7"
"594","Remnant: From the Ashes","22222222","CUSA13830","PS4","Нет","1.749,00 TL","Remnant: From the Ashes – Complete Edition: 2.149,00 TL; Remnant: From the Ashes: 1.749,00 TL","Да","Да","","https://store.playstation.com/en-tr/concept/231129","2019-12-18","Adventure","PEGI_16"
"4903","Beastro","22222222","PPSA34498","PS5","Нет","849,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10017655","2026-06-11","Role Playing Games","PEGI_7"
"1840","Car Driving School Simulator","22222222","PPSA31093","PS5","Нет","515,00 TL","Car Driving School Simulator: 515,00 TL; Car Driving School Simulator: 515,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10015684","2025-12-12","Driving/Racing","PEGI_7"
"1017","Homefront: The Revolution","22222222","CUSA00938","PS4","Нет","699,00 TL","Homefront®: The Revolution 'Freedom Fighter' Bundle: 139,90 TL","Да","Да","","https://store.playstation.com/en-tr/concept/202024","2016-05-19","Shooter","PEGI_18"
"6976","Ghosts 'n Goblins Resurrection","22222222","CUSA24163","PS4","Нет","1.049,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10001057","2021-05-31","Action","PEGI_12"
"7717","OKAMI HD","22222222","CUSA08364","PS4","Нет","699,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/216640","2017-12-11","Adventure","PEGI_12"
"1654","STRIDE: Fates","22222222","PPSA21353","PS5","Нет","1.049,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10010312","2024-05-16","Adventure","PEGI_18"
"1694","ONE PUNCH MAN: A HERO NOBODY KNOWS","22222222","CUSA16264","PS4","Нет","2.499,00 TL","ONE PUNCH MAN: A HERO NOBODY KNOWS Deluxe Edition: 2.999,00 TL; ONE PUNCH MAN: A HERO NOBODY KNOWS: 2.499,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/234384","2020-02-27","Action","PEGI_12"
"1566","Chorus","22222222","PPSA01592","PS4, PS5","Нет","879,00 TL","Chorus: 879,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10000793","2021-12-02","Unique","PEGI_12"
"1006","NEO: The World Ends with You","22222222","CUSA26377","PS4","Нет","2.099,00 TL","NEO: The World Ends with You: 2.099,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10001982","2021-07-26","Action","PEGI_12"
"2108","One Piece: Unlimited World Red","22222222","CUSA08306","PS4","Нет","1.399,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/229543","2017-08-24","Action","PEGI_12"
"2144","DOOM 3","22222222","CUSA16295","PS4","Нет","349,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/234453","2019-07-25","Shooter","PEGI_18"
"6489","Eternal Strands","22222222","PPSA22684","PS5","Нет","1.299,00 TL","Eternal Strands: 1.299,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10010810","2025-01-28","Adventure","PEGI_12"
"7772","KILL IT WITH FIRE! 2","22222222","PPSA15735","PS5","Нет","649,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10008124","2025-11-25","Horror","PEGI_7"
"1733","Saints Row: Gat out of Hell","22222222","CUSA00939","PS4","Нет","699,00 TL","","Нет","Да","","https://store.playstation.com/en-tr/concept/213748","2015-01-22","Action","PEGI_16"
"1899","Police Car Simulator : EVO","22222222","PPSA36581","PS5","Нет","649,00 TL","","Нет","Да","","https://store.playstation.com/en-tr/concept/10015761","2026-05-06","Simulator","PEGI_7"
"2690","Scars Above","22222222","PPSA08597","PS4, PS5","Нет","1.049,00 TL","","Нет","Да","","https://store.playstation.com/en-tr/concept/10005258","2023-02-27","Shooter","PEGI_12"
"4169","Amnesia: Collection","22222222","CUSA05457","PS4","Нет","999,00 TL","","Нет","Да","","https://store.playstation.com/en-tr/concept/221671","2016-11-21","Action","PEGI_16"
"2145","Heretic + Hexen","22222222","PPSA26525","PS4, PS5","Нет","529,00 TL","","Нет","Да","","https://store.playstation.com/en-tr/concept/10012903","2025-08-07","Action","PEGI_16"
"1027","Tools Up!","22222222","CUSA17242","PS4","Нет","699,00 TL","Tools Up! - The Renovation Spree Bundle: 1.160,00 TL; Tools Up!: 699,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/234898","2019-12-02","Casual","PEGI_3"
"2454","NARUTO SHIPPUDEN: Ultimate Ninja STORM 2","22222222","CUSA07162","PS4","Нет","699,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/203143","2017-08-24","Fighting","PEGI_12"
"2151","Builder Simulator","22222222","CUSA44625","PS4","Нет","875,00 TL","Frozen Way Tri-Bundle: 1.749,00 TL; Builder Liquidator Bundle: 1.229,00 TL; Builder Simulator: 875,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10008859","2023-10-09","Casual","PEGI_3"
"7474","I Am Future: Cozy Apocalypse Survival","22222222","PPSA28867","PS5","Нет","849,00 TL","","Нет","Да","","https://store.playstation.com/en-tr/concept/10014424","2026-01-08","Simulation","PEGI_3"
"3843","40 Sports Games in 1","22222222","PPSA30284","PS4, PS5","Нет","1.299,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10015240","2025-08-28","Sport","PEGI_7"
"2724","Teenage Mutant Ninja Turtles: The","22222222","PPSA04490","PS4, PS5","Нет","1.399,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10003357","2022-08-30","Fighting","PEGI_12"
"1595","Far Lands","22222222","PPSA23730","PS5","Нет","649,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10011344","2026-07-29","Action","PEGI_16"
"2441","Kill It With Fire VR","22222222","PPSA08718","PS4, PS5","Нет","525,00 TL","Kill It With Fire VR: 525,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10005532","2023-11-07","Adventure","PEGI_7"
"2065","Dakar 18","22222222","CUSA11741","PS4","Нет","879,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/231860","2018-10-25","Driving/Racing","PEGI_3"
"2380","Digimon Survive","22222222","CUSA18242","PS4","Нет","1.749,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/232350","2022-08-28","Adventure","PEGI_12"
"1582","Welcome to ParadiZe","22222222","PPSA09257","PS5","Нет","1.399,00 TL","Standard Edition: 1.399,00 TL; Zombot Edition: 1.749,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10005724","2024-02-29","Action","PEGI_18"
"3084","Bionic Bay","22222222","PPSA23767","PS5","Нет","699,00 TL","Bionic Bay: Deluxe Edition: 875,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10011377","2025-04-17","Puzzle","PEGI_12"
"2116","Worms Rumble","22222222","PPSA01526","PS4, PS5","Нет","529,00 TL","Worms Rumble PS4 & PS5: 529,00 TL; Digital Deluxe Edition: 153,80 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10000898","2020-11-30","Strategy","PEGI_7"
"1807","The Beast Inside","22222222","PPSA10718","PS5","Нет","875,00 TL","The Beast Inside: 875,00 TL; The Beast Inside: 875,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10006325","2022-11-29","Action","PEGI_18"
"1134","RIDE","22222222","CUSA01558","PS4","Нет","69,90 TL","","Да","Да","","https://store.playstation.com/en-tr/concept/203782","2015-04-09","Driving/Racing","PEGI_3"
"2361","Tinykin","22222222","PPSA05407","PS4, PS5","Нет","875,00 TL","","Нет","Да","","https://store.playstation.com/en-tr/concept/10003847","2022-08-30","Adventure","PEGI_3"
"6556","Exoprimal","22222222","PPSA01623","PS4, PS5","Нет","2.099,00 TL","Standard Edition: 2.099,00 TL; Deluxe Edition: 2.499,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10001095","2023-07-13","Shooter","PEGI_16"
"2458","Endzone - A World Apart","22222222","PPSA03662","PS5","Нет","1.749,00 TL","Survivor Edition: 1.749,00 TL; Complete Edition: 1.925,00 TL; Survivor Edition PS4: 1.749,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10002515","2022-05-18","Strategy","PEGI_12"
"1172","House Flipper VR","22222222","PPSA23487","PS5","Нет","525,00 TL","House Flipper VR: 525,00 TL; House Flipper VR: 525,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10003236","2024-10-21","Casual","PEGI_3"
"2169","Vampire: The Masquerade - Justice","22222222","PPSA16432","PS5","Нет","1.049,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10008364","2023-11-01","Role Playing Games","PEGI_18"
"2109","Guns Gore and Cannoli 2","22222222","CUSA08317","PS4","Нет","455,00 TL","","Нет","Да","","https://store.playstation.com/en-tr/concept/228733","2018-08-14","Action","PEGI_16"
"1919","Murdered: Soul Suspect","22222222","CUSA00342","PS4","Нет","699,00 TL","","Да","Да","","https://store.playstation.com/en-tr/concept/202950","2014-06-05","Action","PEGI_16"
"7272","Hellpoint","22222222","PPSA05588","PS4, PS5","Нет","1.229,00 TL","","Нет","Да","","https://store.playstation.com/en-tr/concept/235113","2022-07-12","Action","PEGI_12"
"2881","Killing Floor 2","22222222","CUSA05179","PS4","Нет","1.049,00 TL","Ultimate Edition: 2.099,00 TL; Double Feature: 1.399,00 TL","Да","Да","PS Plus Extra","https://store.playstation.com/en-tr/concept/221915","2016-11-17","Action","PEGI_18"
"1868","City of Hunger VR","22222222","PPSA34456","PS5","Нет","537,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10017609","2026-01-20","Horror","PEGI_18"
"6010","Demeo","22222222","PPSA10635","PS5","Нет","1.399,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10005676","2023-02-21","Role Playing Games","PEGI_7"
"1921","Infinity Strash: DRAGON QUEST The Adventure of Dai","22222222","PPSA09452","PS4, PS5","Нет","1.149,00 TL","Standard Edition: 1.149,00 TL; Digital Deluxe Edition: 1.259,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10005547","2023-09-27","Action","PEGI_12"
"5948","DEAD RISING 2 Off The Record","22222222","CUSA04673","PS4","Нет","699,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/212419","2016-09-12","Action","PEGI_18"
"1321","Flesh Made Fear","22222222","PPSA35689","PS5","Нет","849,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10018392","2026-06-24","Horror","PEGI_18"
"5529","Cities: VR","22222222","PPSA10723","PS5","Нет","1.049,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10005974","2023-02-21","Simulation","PEGI_3"
"1859","Supermarket Owner Simulator: Business","22222222","PPSA31125","PS5","Нет","274,50 TL","Supermarket Owner Simulator: Business: 274,50 TL; Supermarket Owner Simulator: Business: 455,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10011190","2025-07-31","Simulation","PEGI_3"
"1099","The Escapists 2","22222222","CUSA06244","PS4","Нет","192,25 TL","The Escapists 2 - Game of the Year Edition: 945,00 TL; The Escapists 2: 192,25 TL; The Escapists  + The Escapists 2: 239,80 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/222885","2017-08-22","Role Playing Games","PEGI_7"
"3845","63 Days","22222222","PPSA21022","PS5","Нет","1.499,00 TL","63 Days: 1.499,00 TL; 63 Days: 1.299,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10010193","2024-09-26","Strategy","PEGI_18"
"5774","CRYSTAR","22222222","PPSA20766","PS5","Нет","849,00 TL","Standard Edition: 849,00 TL; CRYSTAR: 849,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/228691","2024-12-04","Role Playing Games","PEGI_12"
"1803","Spray Paint Simulator","22222222","PPSA27129","PS5","Нет","525,00 TL","Spray Paint Simulator: 525,00 TL; Spray Paint Simulator: 525,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10013245","2025-05-29","Simulation","PEGI_3"
"2353","Tails of Iron","22222222","PPSA03777","PS4, PS5","Нет","879,00 TL","","Нет","Да","","https://store.playstation.com/en-tr/concept/10002244","2021-09-17","Action","PEGI_16"
"878","New Super Lucky's Tale","22222222","PPSA34823","PS5","Нет","1.039,20 TL","New Super Lucky's Tale: 1.039,20 TL; New Super Lucky's Tale: 1.299,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10000800","2026-03-26","Family","PEGI_3"
"1406","SAMURAI WARRIORS 4","22222222","CUSA00783","PS4","Нет","879,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/204492","2014-11-18","Action","PEGI_16"
"5765","Crypt Custodian","22222222","PPSA22452","PS4, PS5","Нет","849,00 TL","Full Game: 849,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10010746","2024-08-27","Adventure","PEGI_7"
"1153","Waterpark Simulator 25","22222222","PPSA34388","PS5","Нет","235,95 TL","Waterpark Simulator 25: 235,95 TL; Waterpark Simulator 25: 429,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10016856","2025-11-19","Adventure","PEGI_3"
"1092","Incantation","22222222","PPSA32745","PS5","Нет","1.079,00 TL","Incantation: 1.079,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10016664","2026-04-07","Adventure","PEGI_16"
"4180","Ancestors Legacy","22222222","CUSA14954","PS4","Нет","1.499,00 TL","","Нет","Да","","https://store.playstation.com/en-tr/concept/233418","2019-08-12","Strategy","PEGI_18"
